id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,label
5757,1159,quà tặng kèm sài tốt,18/04/2024,9:36,5,249500013,good
5758,3208,siu_thích nhm tiền sài,6/1/2024,17:44,5,422206972,good
5759,4655,tạm ổn không_ấn_tượng không_làm,16/04/2023,12:59,3,253900006,neutral
5760,1268,sạch không_bị khô sạch dầu,18/09/2024,12:03,5,204900004,good
5761,182,chất_lượng shop không_đe_ý không_giá_gói giá,26/05/2024,7:20,4,422203901,good
5762,976,dễ_dàng thoải_mái thư_giãn,2/5/2023,11:36,5,422205162,good
5763,4039,ẩm ổn_áp lắm chất hơi,8/12/2020,22:51,4,365000015,good
5764,1789,giá rẻ hãng yên_tâm cực bảo review tốt thử,29/10/2020,16:22,5,100240016,good
5765,701,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:28,5,422205160,good
5766,1266,í_dưỡng ẩm lắm tróc tổn_thương đỡ tối,15/07/2022,19:49,5,318900019,good
5767,2383,mùi thơm dễ_chịu sản_phảm tốt giá_thành,29/04/2023,12:00,5,204100019,good
5768,2542,không_hề đồng_tiền,30/04/2023,21:59,1,345800013,bad
5769,708,dễ_dàng thoải_mái thư_giãn,29/04/2023,10:13,5,422205162,good
5770,267,hàng hàng_nhiên tặng kèm,6/7/2021,11:47,5,205100136,good
5771,168,dầu mụn sài tiếng tiết dầu chống bình_tệp nhược_điểm không_nâng tone tối_mặt tí_kiềm dầu chống không_kích_ứng mụn_ẩn không_nặng mặt,19/11/2022,21:12,5,422214321,good
5772,961,tốt,9/4/2023,19:35,5,422204795,good
5773,2925,hàng tốt,20/08/2024,8:46,5,422209719,good
5774,279,tuyệt_vời nắp đậm sạch sâu không_gây bết dính không_tấy đỏ rát giá_cả hợp_lí rẻ chất_lượng,11/6/2021,21:05,5,422204259,good
5775,2548,dòng boster serum eucerin mạnh_dạn hiệu_quả_thật_sự khô dòng xịt ẩm trở_nên tươi_tắn mịn_màng,12/11/2020,21:49,5,204100079,good
5776,1787,hasaki hàng shiper tận_tình đóng_gói kĩ lắm không_được_bọc không_bị đổ tràn chút bha liquid cảm_giác dầu không_hẳn acid không_cảm đau_châm_chích chất_lượng cảm_giác,3/12/2020,12:17,5,100240016,good
5777,834,bôi chán_lắm bôi mặt bóng không_nâng_tông trút,5/10/2024,12:58,5,422204028,good
5778,2741,dưỡng thích ẩm_mượt hộp nâng căng trùng tiền,4/12/2022,15:14,5,248700042,good
5779,2074,muối hơi khô,25/02/2021,17:19,4,100150041,good
5780,727,tốt,10/4/2023,12:51,5,100230064,good
5781,379,xài thử phê quất srm không_tìm chân_ái khô tróc sần_sùi ghê lắm xài rửa căng rát toner serum_dưỡng ẩm kiểu căng rát đỏ không_sần rát không_có_bọt đặc_xả tóc nhẹ_nhàng lành_tính rửa rây sạch khô trải_nghiệm,2/5/2024,12:42,5,422208973,good
5782,646,,3/1/2024,12:14,5,100230064,good
5783,2293,hàng xịt tẩy nowfre tiếng hàng,3/7/2020,11:02,5,100150059,good
5784,3667,trời sạch mụn đầu đen khít lỗ chân_á sạch mụn đầu đen lcn vân,28/07/2021,10:38,5,100220009,good
5785,2413,đắp mát phê đắp căng ẩm thích,23/03/2022,9:36,5,422205160,good
5786,2104,nhẹ dịu bọt thích_hợp nhạy_cảm giá,8/8/2021,0:31,5,422211501,good
5787,1437,dầu rửa siêu_sạch không_bị đổ dầu,9/6/2024,7:29,5,422210980,good
5788,2792,mụn đỡ sưng đầu trắng thích ưng bụng,13/04/2021,8:23,5,422203449,good
5789,657,tặng tẩy,12/10/2023,8:25,4,100230057,good
5790,2206,hàng mô_tả không_thấy nổi_trội,14/07/2021,9:27,3,422208807,neutral
5791,1832,trời tẩy chân_ái không_bị khô kiểu căng bóng sạch lắm mùi không_khó_ngửi đỉnh đỉnh yêu,20/06/2021,23:01,5,422216602,good
5792,3472,xài hãng dầu mụn nhạy_cảm hợp bioderma nam tư_vấn êm êm_xài hổng nhiêu,15/11/2021,14:54,5,343100029,good
5794,1081,xài tẩy chống nắng sample garnier kích_ứng cổ mặt,1/7/2022,19:49,3,422204910,neutral
5795,980,không_thấy ấn_tượng,4/10/2023,9:18,2,318900009,bad
5796,3872,thương_hiệu,3/12/2023,12:01,5,422208242,good
5797,1708,,31/12/2020,14:27,5,100150065,good
5798,33,tốt,27/04/2023,15:08,5,318900012,good
5799,791,tẩy mắt không_bị bioderma tốt,5/5/2021,21:42,5,200400004,good
5800,174,,5/11/2022,19:32,5,422208807,good
5801,3232,mặt_nạ ẩm_chất vừa_phải đắp nhạy_cảm không_bị_kích_ứng,1/7/2023,21:29,5,365000015,good
5802,4348,ổn chất_lượng,21/05/2022,10:18,2,327500002,bad
5803,2131,,11/11/2022,11:52,3,422203617,neutral
5804,1029,thoải_mái thư_giãn,1/5/2023,10:08,5,308500009,good
5805,2885,hợp tone mịn hợn vết thâm_mờ đi_chóng ổn shop hàng hàng cực tặng,27/01/2021,17:55,5,358300002,good
5806,1677,dịch shop hàng tuần thấm,17/08/2021,18:08,5,318900019,good
5807,1380,trời dưỡng_ẩm tốt đọng dầu xài ẻm đổ dầu hẳn mà_còn mịn_màng,29/09/2022,20:09,5,422220469,good
5808,659,quà tặng bông_tẩy,21/09/2023,11:35,5,200400003,good
5809,182,dễ_dàng thoải_mái thư_giãn,28/04/2023,10:28,5,308500004,good
5810,1991,lớp finish đẹp nắng nhũ nhẹ ưng_spf yên_tâm hàng tư_vấn kỹ,30/11/2022,13:15,5,422207413,good
5811,386,nhãn tiếng_thái made,4/10/2023,13:19,5,422208972,good
5812,231,hàng,16/12/2021,22:06,5,205100146,good
5813,2316,dễ_dàng mùi hương dễ_chịu thư_giãn,4/5/2023,20:11,5,422202253,good
5814,3370,nhận_xét thất_vọng lắm xài hủ không_thấy trắng kết_hợp serum hãng,9/9/2022,15:00,3,358300001,neutral
5815,817,tốt giúp mụn,20/02/2020,12:43,5,422216594,good
5816,290,gói hàng vô_cùng cẩn_thận tẩy hasaki,11/5/2021,14:58,5,422211447,good
5817,1755,xài tốt tặng,10/3/2022,8:32,4,100220035,good
5818,3879,ẩm tốt khô đi thẩm_mỹ_viện gò_má đỏ rát không_khô,7/10/2022,22:49,5,248700057,good
5819,1632,tốt,14/12/2021,12:14,5,223600026,good
5820,208,dầu mụn tẩy oreal_nhạt thích sạch dịu nhẹ không_gây_kích_ứng giá_cả rẻ tốt hàng gói hàng cẩn_thận,5/4/2022,9:44,5,422204259,good
5821,4042,mắt,11/4/2024,9:23,3,422208345,neutral
5822,2058,tốt tốt,4/5/2022,15:16,5,249500019,good
5823,341,giá rẻ mùi mùi tốt chức_trách,14/03/2020,15:49,5,100220037,good
5824,3119,xài thiên_dầu xài ưng lắm không_châm_chít mùi hương_liệu nói_chuyện thích đổi màu nắp đẹp,4/8/2022,10:09,5,422211489,good
5825,257,giá rẻ hàng sạch,8/8/2021,20:27,4,205100146,good
5826,2746,sài tốt,7/10/2022,16:41,5,422211276,good
5827,2548,hãng hàng đóng_gói kĩ tuần nếp nhăn căng mịn,12/11/2020,21:48,5,204100070,good
5828,4014,dịu nhẹ không_gây_kích_ứng mụn sạch_ổn,5/5/2023,15:17,4,422202153,good
5829,683,thích hasaki tẩy,30/04/2023,19:00,5,100230057,good
5830,192,tặng tẩy,28/07/2022,18:02,4,205100137,good
5831,684,thích hasaki tẩy,30/04/2023,18:47,5,100230059,good
5832,114,,5/7/2024,13:48,5,205100137,good
5833,213,,23/03/2022,6:13,5,422211446,good
5834,2394,mùi hương dễ_chịu mát giá_thành ổn,28/04/2023,9:31,5,204100019,good
5835,1215,không_biết_nhiêu siêu_mê,27/01/2021,23:55,5,422217292,good
5836,130,kcn tẩy sạch mịn không_khô mỏng nhạy_cảm không_bị_kích_ứng đâu_giá hợp_lí,21/08/2023,11:30,5,422211447,good
5837,2486,mùi nhẹ thấm hơi bóng dầu thôi_tiệp màu thích,3/10/2021,10:49,5,422204388,good
5838,310,ưng tẩy,6/12/2020,18:16,4,205100136,good
5839,261,dầu mụn nhẹ giá sạch tốt,16/07/2021,17:51,4,205100137,good
5841,4339,tệ_cảm_giác lừa_đảo,6/4/2021,13:40,1,422202569,bad
5842,2374,tốt,29/04/2023,18:05,5,308500015,good
5843,4160,thất_vọng chất_lượng không_đạt,7/2/2022,8:25,1,422221873,bad
5844,171,hôm tẩy mắt hôm mắt thâm hôm mắt trạng_thái bình_thường lọ rẻ,18/11/2022,0:28,5,386000015,good
5845,109,tốt,10/9/2024,7:44,5,205100136,good
5846,1469,hợp dầu mắc,5/1/2022,1:03,4,204900004,good
5847,318,bổ_rẻ tẩy chống nắng okiela makeup tẩy_ổn dầu_tẩy sạch,24/10/2020,18:45,5,422211447,good
5848,1320,tốt hợp dầu,13/12/2021,17:21,5,253900004,good
5849,341,giá rẻ mùi mùi tốt chức_trách,14/03/2020,15:49,5,422206042,good
5850,478,hàng cũ nhắn,16/03/2023,13:44,5,422216416,good
5851,4317,thất_vọng không_quá_tệ,26/07/2022,12:24,2,422204795,bad
5852,1141,tốt,18/11/2023,10:21,5,200900037,good
5853,517,hàng hàng hàng mờ không_thấy quà tặng shop shop quà tặng,5/8/2022,14:52,5,422216416,good
5854,1485,xài thích lắm,14/04/2021,8:07,5,204900056,good
5855,761,chân_ái,26/08/2022,7:49,5,422200306,good
5856,513,chống nắng_đỉnh xài lớp finish đẹp lưu_ý miết tầm dừng kcn khô miết thành bột mặt,20/08/2022,11:01,5,422216416,good
5857,760,gói kĩ_lém lưôn hàng đắp nhận_xét,4/5/2022,18:53,5,422209634,good
5858,4366,mẫu mẫu mụn_ẩn mẫu cũ mẫu xài châm chích,9/4/2024,11:54,4,100750038,good
5859,186,tẩy sạch lắm ạ_tẩy mặt ẩm_ẩm thích,26/08/2022,11:48,5,422206648,good
5860,567,lớp finish dầu hợp không_bí,4/11/2024,9:56,5,422212100,good
5861,1594,xài pl xài tuýp mụn nhma chậm lắm thâm hầu_như không_cải_thiện,11/2/2023,18:12,4,422208181,good
5862,1087,hasaki garnier rẻ hàng gói hàng cực_kì kĩ_trừ dịch tầm nửa dịu nhẹ không_cồn không_hương_liệu nhạy_cảm yên_tâm tẩy sạch không_makeup không_chống nắng nhẹ sài kcn kiểu tẩy kiểu cực_kì nhạy_cảm khô sài lớp ẩm_nhẹ hàng hãng,24/11/2021,12:05,5,422204910,good
5863,1736,mùi dễ_chịu,20/11/2023,9:27,5,422206042,good
5864,293,,11/4/2021,14:05,5,422211446,good
5865,2029,bì_đẹp review thử,27/10/2022,11:50,5,422207413,good
5866,647,mùi dịu nhẹ sạch sâu,2/1/2024,11:20,5,200400004,good
5867,720,tốt,17/04/2023,19:11,5,200400003,good
5868,426,sài cetaphil bọt mềm rửa_mặt tiếp,29/03/2021,10:29,5,422202569,good
5869,2351,dễ_dàng thoải_mái thư_giãn,1/5/2023,10:13,5,308500009,good
5870,3450,,30/05/2020,18:38,5,204100023,good
5871,792,ổn,4/4/2021,3:00,4,100230056,good
5872,808,lắm lắm gói hàng nguyên tẩy không_thấy ngứa rát cảm_giác sạch,21/08/2020,13:06,5,100230059,good
5873,2321,mùi hương dễ_chịu mát giá_thành ổn,4/5/2023,13:23,5,204100019,good
5874,2380,dễ_dàng thoải_mái thư_giản,29/04/2023,15:44,5,422202253,good
5875,1385,mùi thơm_nhẹ dễ_chịu thấm ngủ dậy không_bị đổ dầu ưng_ý,17/01/2022,19:59,5,422200306,good
5876,1024,mùi hương dễ_chịu mát giá_thành ổn,2/5/2023,17:11,5,422206537,good
5877,2169,đắp mát tầm_đắp mịn hẳn test nhãn_hiệu,25/07/2019,23:37,5,422202253,good
5878,1131,phục_hồi ổn,16/08/2021,18:29,5,318900019,good
5879,162,á_giá rẻ mùi hơi ghê hiệu_quả,6/1/2023,0:45,4,365000017,good
5880,2195,tặng kèm,23/08/2022,7:32,4,422207414,good
5881,2372,mùi hương dễ_chịu mát giá_thành ổn,29/04/2023,19:34,5,204100054,good
5882,350,ổn không_bị,6/8/2022,14:11,5,422203300,good
5883,2161,hàng gói hàng shiper thân_thiện cực,19/08/2022,16:07,5,211300002,good
5884,2549,acne tuần mụn dầu_thừa bớt đi vết thâm_mụn đợt mụn mờ đi rõ_rệt cảm_giác lỗ chân_lông khít hiệu_quả công_dụng,12/11/2020,21:41,5,204100018,good
5885,199,tốt hàng không_thấy hàng tặng không_được_trừ,21/06/2022,14:40,4,422204259,good
5886,1148,hàng,14/02/2023,9:49,5,200900037,good
5887,1933,chống nắng kiềm dầu nâng_tông tự_nhiên,17/09/2021,12:26,5,422207414,good
5888,182,thích lắm kiềm dầu ổn không_bí không_thấy tone bảo mụn trộm_vía không_bị bùng_mụn tẩy sạch_kĩ dầu mụn xài,21/09/2022,13:15,5,422217292,good
5889,2533,trị mụn đầu không_đặt niềm mụn chữa tuýp đặc_trị eucerin giúp đỡ bớt mụn cực_kì đỉnh,15/11/2020,16:08,5,204100018,good
5890,814,tẩy bioderma không_nhớ chất_lượng ổn_định tẩy sạch nhẹ_nhàng không_gây kích_ứng tẩy dạng thế_này,2/4/2020,13:20,5,100230056,good
5891,23,tốt_lành srm hợp rửa ngủ dậy không_điểm rửa sạch lớp,4/9/2023,10:13,5,422207423,good
5892,2343,dễ_dàng thoải_mái thư_giãn,2/5/2023,9:43,5,422205162,good
5893,1105,sữa_rửa mặt tốt không_bị căng cứng_rửa kiềm dầu tốt dược mỹ_phẩm toàn lành_tính chân_ái mụn dầu,12/2/2023,3:28,5,422212892,good
5894,2549,tưởng_eucerin hãng tốt dưỡng ẩm_giảm nếp nhăn eucerin đỉnh ẩm tốt không_nào khô căng mịn thích,12/11/2020,21:42,5,204100070,good
5895,4417,sữa rửa sạch tiết_kiệm bọt lắm tiết_kiệm nhiên khô,21/12/2022,21:50,4,248700102,good
5896,2224,dầu kiềm dầu tốt chất tán_bôi khô_ráo,11/9/2024,6:54,5,100180148,good
5897,635,hôm không_không,19/05/2022,19:32,4,422207417,good
5898,735,,28/12/2022,10:10,5,100230064,good
5900,4024,máy rửa mặt máy mặt sạch lắm chế_độ,25/02/2023,8:36,5,422202216,good
5901,3117,tẩy sạch dịu không_gây_kích_ứng sài,25/01/2023,22:16,5,223600035,good
5902,1429,srm dịu nhẹ_không_bọt cảm_giác sạch đi liễu bác_sĩ kê srm cảm_giác thích lắm giá không_quá đắt dự_chắc đầu trải_nghiệm,23/10/2020,11:05,5,422211195,good
5903,3674,,9/12/2018,0:00,3,100220010,neutral
5904,976,dễ_dàng thoải_mái thư_giãn,2/5/2023,11:36,5,422205163,good
5905,3209,mê_lém pel hơi tróc đắp hôm mềm mịn,4/11/2023,10:22,5,422206972,good
5906,173,,8/11/2022,16:37,5,422211447,good
5907,119,thích cực đỉnh,3/12/2023,9:44,5,422211447,good
5908,76,hàng đẹp,6/8/2021,23:03,5,422204947,good
5909,634,mùi cực_thơm dễ_chịu dảm,20/11/2023,12:19,5,422206043,good
5911,4294,xài đêm thôi_xài,13/12/2022,15:47,5,248700057,good
5912,1,sạch dầu hơi khô tí mụn cải_thiện,2/11/2024,0:36,4,422210980,good
5913,4347,dày,20/01/2021,8:20,5,256700011,good
5914,2504,mùi hương dễ_chịu mát giá_thành ổn,2/5/2023,11:55,5,422206537,good
5915,3741,shop đóng_gói cẩn_thận hàng test thử tẩy sạch,26/05/2020,0:05,5,377400001,good
5916,601,hợp dầu,1/1/2023,11:19,5,422210980,good
5917,803,thích phụ_vụ hasaki gói hàng cẩn_thận hasaki thất_vọng hasaki giá hời hàng hãng,11/9/2020,13:27,5,200400003,good
5918,336,tốt_không_bị dính mặt giá_cả rẻ trải_nghiệm,27/02/2020,13:53,5,422203809,good
5919,2932,hàng lẻ hộp,15/10/2024,10:22,5,422217992,good
5920,1434,cực_kỳ ưng hasaki đặt_hàng hàng hàng,30/08/2024,16:31,5,422210980,good
5921,1157,màu tím đậm mụn trộm_vía đắp ưng lành_tính mặt nhièu_dưỡng chất,30/05/2024,15:13,5,422206823,good
5922,224,rẻ chất_lượng không_màu tẩy chống nắng cảm_giác tẩy sạch tẩy không_bị khô rát dịu nhẹ nhạy_cảm khô,12/2/2022,17:10,4,422211446,good
5923,113,dán phụ tiếng việt hãng không,15/07/2024,15:13,3,205100146,neutral
5924,62,thích_tẩy dịu nhẹ hàng makeup,17/04/2022,23:35,5,422204910,good
5925,1987,kcn nhớ_tẩy kĩ không_lên mụn tone ổn chống nắng kĩ nâng tone tự_nhiên,1/12/2022,17:17,5,422207413,good
5926,2410,có_lẽ review mặt_nạ siêu_đình chê,16/11/2022,13:52,5,308500018,good
5927,1416,shop sài,9/8/2022,14:17,5,422211195,good
5928,2400,dễ_dàng thoải_mái thư_giãn,27/04/2023,15:29,5,422202253,good
5929,3135,hũ bôi lớp dày mặt_nạ ngủ đêm tốt dưỡng bôi lớp mỏng màu môi đẹp màu chuẩn không_bị khô môi,2/12/2019,21:31,5,422218746,good
5930,3186,hàng chậm hình tag hàng auth chất_lượng thời nhận_xét,7/2/2020,14:43,4,345800001,good
5931,341,đấu chải cứng_lỡ chải trúng vành mắt đau,14/03/2020,16:08,5,256700011,good
5932,708,tốt,28/04/2023,8:24,5,200400004,good
5933,761,cực_hợp bóng nhờn nổi mụn kiềm dầu tốt,13/02/2022,17:32,5,422207283,good
5934,2072,săn giá rẻ dưỡng ẩm_không_bị khô dạng nâng tone hơi bóng nhẹ mặc_dù dầu phết shop quá_đáo đóng_gói kỹ lắm tặng ủng_hộ shop yêu,30/03/2021,11:06,5,249500019,good
5935,281,xài á_tặng dễ_thương,6/6/2021,16:45,5,205100146,good
5936,3205,mặt_nạ đắp ghiền,23/05/2024,18:54,5,422206972,good
5937,435,thích cũ,4/12/2023,6:10,5,204900013,good
5938,3678,đầu mặt mịn căng lắm,8/8/2017,7:20,5,100220009,good
5939,107,không_kích ứng_dịu nhẹ cảm_giác nhờn đổi,6/10/2019,10:08,5,422210980,good
5940,1157,màu tím đậm mụn trộm_vía đắp ưng lành_tính mặt nhièu_dưỡng chất,30/05/2024,15:13,5,422206824,good
5941,2830,nhẹ đầu bơm warning đầu bôi hơi nóng_xíu đợi thấm xài đêm ngủ dậy mặt không_bị bóng dầu dưỡng không_bị khô,1/9/2022,8:28,5,204100018,good
5942,2250,shiper dễ_thương xĩu thử review,17/09/2023,14:48,4,245500001,good
5943,1177,thời tốt đầu,22/12/2020,16:22,2,200400004,bad
5944,138,đắp mê,2/7/2023,20:04,5,422205810,good
5945,1068,rách mịn không_rát tốt,4/6/2023,11:16,5,422212333,good
5946,638,tốt,15/09/2024,14:45,5,200400003,good
5947,3207,tốt,2/8/2023,16:33,5,422220081,good
5948,471,skin,27/04/2023,2:09,5,422216416,good
5949,685,thích hasaki tẩy,30/04/2023,18:45,5,422216594,good
5950,1109,tẩy sạch êm_đáng tiền,7/10/2022,5:30,5,422201504,good
5951,2353,dễ_dàng thoải_mái thư_giãn,1/5/2023,9:14,5,422205163,good
5952,1538,nhớt_rữa sạch điều_trị mụn bha megaduao klenzitms khô nhậy_cảm không_thích vẩn khô không_mềm mịn giới thích_hợp khỏe không_gặp mụn,3/5/2023,16:49,3,211300007,neutral
5953,3648,mụn mùi đê,27/11/2023,16:18,5,422206043,good
5954,711,thích hasaki nước_tẩy,27/04/2023,18:35,5,100230064,good
5955,2310,dễ_dàng thoải_mái thư_giãn,5/5/2023,10:06,5,422205162,good
5956,683,dễ_dàng thoải_mái thư_giãn,30/04/2023,9:46,5,308500018,good
5957,1651,,5/5/2023,18:34,5,318900005,good
5958,778,thơm cực bùn ghê,17/09/2021,16:29,5,100230057,good
5959,2061,trứoc sài chống nắng đợt hơi thất_vọng_chất đánh không_lên tone bóng dầu,31/03/2022,23:17,1,422203145,bad
5960,350,xài xài tẩy nhẹ dịu_tẩy độ_ẩm không_bị căng_rít hãng tẩy,29/09/2019,10:10,5,422211446,good
5961,2692,không_hài_lòng,2/4/2021,17:34,2,308500004,bad
5962,3390,giá rẻ,16/04/2023,15:15,4,204100024,good
5963,1641,sài ổn mặt mịn nâng tone nhẹ hơi mắt,20/05/2024,23:35,4,100160022,good
5965,4343,,26/01/2023,23:47,5,256700011,good
5966,1203,,30/09/2021,18:14,5,422215804,good
5967,2367,dễ_dàng thoải_mái thư_giản,30/04/2023,12:59,5,308500004,good
5968,814,tẩy bioderma không_nhớ chất_lượng ổn_định tẩy sạch nhẹ_nhàng không_gây kích_ứng tẩy dạng thế_này,2/4/2020,13:20,5,200400003,good
5969,419,srm dầu mụn_ẩn nhẹ_nhàng mát hạt ổn_không_căng ổn rửa mặt nguyên_hồi đổ dầu bản_chất dầu khô không_cấp ẩm serum khóa ẩm đổ dầu,26/05/2023,18:30,4,225300002,good
5970,1035,sử_sụng dễ_dàng thoải_mái thư_giãn,27/04/2023,18:58,5,422205160,good
5971,2074,trắng tone ổn chống năngs bôi_tí mặt ẩm hiệu_quả trừ mùi hơi nồng trôi xịt_khoáng chống nắng trôi thành vệt trắng,28/12/2020,19:34,4,422203145,good
5972,3967,sạch kháng_viêm không_gây khô,30/03/2021,22:57,5,422201119,good
5973,694,thích hasaki tẩy,29/04/2023,19:03,5,100230064,good
5974,252,giá rẻ_tẩy tặng kèm hài_lòng hàng hasaki tưởng,13/08/2021,18:40,5,422206648,good
5975,770,tốt,12/12/2021,22:19,5,100230064,good
5976,3703,thích,17/05/2020,21:09,5,422216487,good
5977,2121,mùi hương_chịu giá_thành ổn,29/04/2023,19:11,5,204100054,good
5979,1136,sần nhma kích_ứng,9/8/2024,17:17,4,422211241,good
5980,2214,sữa chống nắng mặt dầu_xài,15/01/2021,14:53,5,422207414,good
5981,1026,hàng tốt xử_dụng giá_thành,30/04/2023,20:40,5,308500013,good
5982,341,giá rẻ mùi mùi tốt chức_trách,14/03/2020,15:49,5,100220009,good
5983,2479,ưu_điểm lớp finish đẹp nhược_điểm khả_năng chống không_thích_hợp hoạt_động mồ_hôi trôi kcn thành vệt giọt màu trắng giá hơi thất_vọng_xíu ạ_dĩ_nhiên ý_định,30/06/2022,16:50,4,422204388,good
5984,4084,ôk giá tuần xài xài,8/8/2023,1:10,5,422201374,good
5985,2282,mặc_dù chống nắng đứng bàn hôm nắp trào,5/4/2024,7:07,5,422222786,good
5987,2062,tuyệt_vời mặt_trời,20/01/2022,9:32,5,422203145,good
5988,140,tẩy sạch lớp mắt môi không_gây_kích_ứng,4/6/2023,19:19,5,422211447,good
5989,143,ổn,27/04/2023,19:29,5,205100136,good
5990,685,đỉnh vô mát,30/04/2023,20:04,5,422200236,good
5991,3540,hồi xài không_bị giá_mà nhẹ dính tùm mặt,8/1/2023,10:07,3,237800005,neutral
5992,101,ké mê sạch nhẹ_dịu rửa sạch_ý lâu_dài mê laroche,23/02/2021,17:40,5,100230064,good
5993,703,thích hasaki tẩy,28/04/2023,18:48,5,422216594,good
5994,2585,mềm_không_xơ viền dạng túi slicot lá mỏng giá rẻ,23/06/2021,9:45,5,100230069,good
5995,1042,kcn ưng_ý đầu aply_chất đặc_tưởng dính không_hề thấm set mịn chạm mướt mịn không_bôi mặt thoải_mái kiềm dầu thượng_thừa htd lê đường suốt không_bị chảy dầu_bết dính trải_nghiệm treatment đập lenythì gọi_là tâm tốt,31/08/2022,19:43,5,422200236,good
5997,2171,hạt cứng_bạn nổi mụn cân_nhắc thơm đỉnh,10/2/2022,10:28,4,422206042,good
5998,2549,rửa không_bị khô rít aply_dưỡng lâu_dài,12/11/2020,21:40,5,422206537,good
5999,696,dễ_dàng thoải_mái thư_giãn,29/04/2023,16:43,5,422205162,good
6001,138,chân_ái,23/06/2023,12:14,5,205100136,good
6002,2404,dễ_dàng thoải_mái thư_giãn,27/04/2023,12:54,5,422205163,good
6003,1484,tín_đồ roche tuyệt_vời,25/04/2021,16:29,5,422210784,good
6004,2028,ố nâng tông nhẹ_nhàng tự_nhiên thích_hợp đi học,14/11/2022,21:37,5,249500019,good
6005,1555,sài tốt dầu_rửa sạch mịn thích cực,26/05/2022,11:28,5,211300007,good
6006,3590,dầu hợp giá siêu_rẻ hasaki,5/8/2024,13:15,5,223600048,good
6007,2792,glutathione bữa thử ưng,25/01/2021,16:21,5,422200002,good
6008,3649,tốt,25/11/2023,15:29,5,100220009,good
6009,1227,bổ rẻ không_kích thấm xịn lắm tiền,27/06/2019,9:19,5,249500013,good
6010,797,,4/1/2021,14:24,4,100230057,good
6012,3463,ưng sạch không_khô căng dầu rõ_rệt thời,23/05/2024,13:40,5,343100029,good
6013,2378,sữa rửa mặt mát sạch,29/04/2023,16:04,5,204100019,good
6014,2622,ổn thuyết_phục,27/11/2020,15:01,2,422202580,bad
6015,4135,tẩy chết mặt ổn thơm,18/11/2023,13:48,5,422207812,good
6016,2694,tốt không_bị dính viền,16/09/2019,15:34,5,243300007,good
6017,2382,nhẹ_nhàng thoải_mái thư_giãn,29/04/2023,12:40,5,422205164,good
6018,2726,xài không_hợp điện_thoại,7/5/2023,9:05,4,422211276,good
6019,1923,ngừa mụn không_hợp,7/7/2022,1:03,4,377400002,good
6020,2425,thích mask áa dầu mụn_xài hiệu_quả lắm mùi thơm_nhe,14/06/2021,12:07,5,422205164,good
6021,180,tẩy tốt_tẩy khô khô lớp màng bóng garnier,17/09/2022,22:00,4,422208807,good
6022,2070,mụn chống nắng,9/4/2021,14:37,5,249500027,good
6023,2400,dễ_dàng thoải_mái thư_giãn,27/04/2023,15:29,5,422205164,good
6024,3652,không_bị khô,22/11/2023,17:01,5,207300009,good
6025,1500,sữa rửa mặt dịu nhẹ không_gây kích_ứng tốt giá hơi_chát sữa_rửa mặt_trị mụn,28/08/2018,16:25,5,100190059,good
6026,1212,ưng_ý chê dòng kiềm dầu ổn nghèo khảo,22/04/2021,2:55,5,249500013,good
6027,402,hiệu_quả cực_kì giá_thành,15/04/2023,22:26,5,100230064,good
6028,3206,review tróc tư_vấn thử khả_năng phục_hồi,17/05/2024,6:15,5,422220080,good
6029,2210,ngửi kỹ mùi duyệt hàng cực,27/04/2021,16:08,5,249500028,good
6030,2721,chống nắng chống nắng chân_ái không_mắt không_bí không_bị mụn dòng nhật_xài yên_tâm thành_phần chống trôi ưng,27/06/2023,18:09,5,248700035,good
6031,2356,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:13,5,308500004,good
6032,1449,dầu sạch không_quá khô_rửa xíu xài thử,30/03/2023,18:46,5,204900004,good
6033,2621,ấn_tượng thất_vọng,24/08/2019,12:37,2,100190059,bad
6034,4204,đắp mát mịn lắm rẻ hiệu_quả,21/10/2022,11:10,5,422205810,good
6035,678,thích hasaki tẩy,1/5/2023,18:46,5,422216594,good
6036,788,hàng hasaki nowship shiper thân_thiện tận_tình hasaki hài_lòng đầy_đủ giá hời hãng khuyên,10/6/2021,19:51,5,422202253,good
6037,266,mềm sài_êm lắm,17/04/2021,23:09,5,422203809,good
6038,3682,xài tốt dưỡng chất chất_liệu mặt_nạ cực mỏng nhẹ êm_ái không_bị_xơ rát,1/12/2022,1:59,5,422205811,good
6039,269,sạch hiệu_quả,20/04/2023,18:08,5,100230064,good
6040,2615,sài đàng_sài,24/04/2022,22:50,5,371600006,good
6041,2823,xài balance,7/10/2022,19:57,5,318900002,good
6042,1657,dầu mụn không_nên xài mụn tưởng_dưỡng đỡ tổn_thương xài dầu mỡ ngưng,1/8/2022,11:16,1,318900005,bad
6043,2199,chống nắng kiềm_dầu thần_thánh cứu_rỗi tuyến dầu brand dạng milk mỏng nhẹ thấm_không_để vệt trắng aply nâng_tông tông_tiệp hẳn màu makeup lớp kcn yêu ưng_ý,3/4/2022,15:42,5,249500028,good
6044,963,,9/4/2023,15:32,5,422204795,good
